RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2024,5246,2024 Term 2,Undergraduate,3897,Applied Ex Sci/Clinical Ex Phy,66885,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Prescription and Delivery,EXPT2154,2154,WILC,10883424
International,2024,5243,2024 Term 1,Postgraduate,8232,Journalism and Communication,64603,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Internship,MDIA5100,5100,WILC,10923678
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10919284
Local,2024,5249,2024 Term 3,Undergraduate,3979,Information Systems,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,12114572
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12155509
International,2024,5249,2024 Term 3,Undergraduate,3341,Media,62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,12151897
International,2024,5243,2024 Term 1,Postgraduate,8371,International Business,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,12162319
International,2024,5246,2024 Term 2,Postgraduate,8371,International Business,64384,1,COMM,UNSW Business School,COMM,UNSW Business School,Enterprise Skills,COMM5008,5008,WILC,12162319
International,2024,5246,2024 Term 2,Undergraduate,3435,Psychological Science,66725,1,SCI,Faculty of Science,PSYC,School of Psychology,Psychology Work Placement 1,PSYC3199,3199,WILC,12200970
International,2024,5246,2024 Term 2,Undergraduate,3897,Applied Ex Sci/Clinical Ex Phy,66885,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Prescription and Delivery,EXPT2154,2154,WILC,12221877
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12235681
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,12254896
International,2024,5246,2024 Term 2,Postgraduate,8256,Psychology (Clinical),66385,1,SCI,Faculty of Science,PSYC,School of Psychology,Prof & Ethical Prac (Clin) 5,PSYC7235,7235,WILC,12275536
International,2024,5249,2024 Term 3,Postgraduate,8256,Psychology (Clinical),66384,1,SCI,Faculty of Science,PSYC,School of Psychology,Prof & Ethical Prac (Clin) 6,PSYC7236,7236,WILC,12275536
International,2024,5243,2024 Term 1,Postgraduate,8256,Psychology (Clinical),66386,1,SCI,Faculty of Science,PSYC,School of Psychology,Prof & Ethical Prac (Clin) 4,PSYC7234,7234,WILC,12275536
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12317017
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12376560
International,2024,5249,2024 Term 3,Postgraduate,8415,Professional Accounting (Ext),66709,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM5022,5022,WILC,12524446
International,2024,5243,2024 Term 1,Postgraduate,8338,Engineering Science,66908,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Partnered Work Project,CDEV6000,6000,WILC,12624638
International,2024,5249,2024 Term 3,Postgraduate,8371,International Business,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12705614
Local,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,SOCW3013,3013,WILC,12744707
Local,2024,5243,2024 Term 1,Undergraduate,4033,Social Work (Honours),65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,SOCW3012,3012,WILC,12744707
Local,2024,5246,2024 Term 2,Undergraduate,3632,Psychology (Honours),66725,1,SCI,Faculty of Science,PSYC,School of Psychology,Psychology Work Placement 1,PSYC3199,3199,WILC,12746606
Local,2024,5249,2024 Term 3,Postgraduate,8925,Teaching (Primary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,12925935
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13094790
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13141394
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13304383
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13302282
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13343751
International,2024,5249,2024 Term 3,Postgraduate,8417,Commerce (Extension),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13467285
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13557360
International,2024,5246,2024 Term 2,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13649093
International,2024,5246,2024 Term 2,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13666468
International,2024,5249,2024 Term 3,Undergraduate,3778,Computer Science,64957,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Practice of Work,CDEV3000,3000,WILC,13706726
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13720000
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,14138580
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,27934983
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28001792
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28001308
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28008523
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28229174
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28462135
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28571093
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28690060
Local,2024,5246,2024 Term 2,Postgraduate,8925,Teaching (Primary),59591,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,28913540
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29068999
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29068999
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29134115
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29134115
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29183792
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29168885
Local,2024,5243,2024 Term 1,Undergraduate,3736,BE (Hons) ME Elec Eng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29162411
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29219914
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29219914
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29252867
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29296614
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248845
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29276591
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29264719
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29265431
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29281161
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248447
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29268440
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29276329
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29407989
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29488004
Local,2024,5243,2024 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29473903
Local,2024,5243,2024 Term 1,Undergraduate,3133,Mat Sci and Eng Hons/BiomedEng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29480539
Local,2024,5243,2024 Term 1,Undergraduate,3133,Mat Sci and Eng Hons/BiomedEng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29472937
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29474877
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29487716
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29553170
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43428197
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43443288
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43656559
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43921813
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,44007803
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,44739926
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,45015475
Local,2024,5249,2024 Term 3,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,45098504
Local,2024,5249,2024 Term 3,Undergraduate,3131,Mat Sci and Eng Hons,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,45099293
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,45117126
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,45240088
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,45240088
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,756900
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,756900
Local,2024,5249,2024 Term 3,Postgraduate,8913,Education,62005,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Practice SpEd,EDST5118,5118,WILC,429824
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,MFAC3515,3515,WILC,286598
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,286598
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,MFAC3509,3509,WILC,286598
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,286598
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,MFAC3514,3514,WILC,286598
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,1564207
International,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65524,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement  Lvl 4 A,SOCW4017,4017,WILC,1369813
International,2024,5249,2024 Term 3,Undergraduate,4033,Social Work (Honours),65522,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement Lvl 4 B,SOCW4018,4018,WILC,1369813
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,1118266
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,1118266
Local,2024,5246,2024 Term 2,Undergraduate,4053,Arts / Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,1318723
